CustomerID,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Churn Label,Churn Value,Churn Score,Churn Reason
2606-RMDHZ,No,No phone service,DSL,No,Yes,No,No,No,No,Yes,1,93,Attitude of service provider
8258-GSTJK,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,1,96,Attitude of service provider
6861-OKBCE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,95,Attitude of support person
9940-RHLFB,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,1,66,Competitor made better offer
2995-UPRYS,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,1,69,Moved
6686-YPGHK,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Yes,1,68,Moved
1383-EZRWL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,89,Moved
4759-TRPLW,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,70,Competitor had better devices
8563-IIOXK,Yes,No,DSL,Yes,No,No,No,No,No,Yes,1,75,Competitor offered higher download speeds
8020-BWHYL,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,1,99,Competitor offered more data
2982-VPSGI,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,67,Competitor made better offer
8199-ZLLSA,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,91,Competitor had better devices
4625-EWPTF,No,No phone service,DSL,Yes,No,No,No,No,No,Yes,1,94,Competitor had better devices
5980-NOPLP,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,87,Competitor offered higher download speeds
6892-XPFPU,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1,80,Competitor offered higher download speeds
8010-EZLOU,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,1,76,Competitor offered higher download speeds
9874-QLCLH,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,1,79,Competitor offered more data
8062-YBDOE,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,78,Don't know
6000-APYLU,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,1,90,Competitor offered more data
0947-IDHRQ,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,1,75,Competitor made better offer
3672-YITQD,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,1,79,Competitor made better offer
9048-JVYVF,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Yes,1,98,Price too high
8988-ECPJR,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,1,66,Product dissatisfaction
3776-EKTKM,No,No phone service,DSL,No,No,No,No,Yes,No,Yes,1,96,Service dissatisfaction
1902-XBTFB,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,1,99,Lack of self-service on Website
0643-OKLRP,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,1,95,Network reliability
9381-NDKME,No,No phone service,DSL,No,No,Yes,No,No,Yes,Yes,1,85,Limited range of services
2794-XIMMO,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,1,98,Lack of affordable download/upload speed
8382-SHQEH,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,1,85,Long distance charges
2983-ZANRP,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,1,97,Extra data charges
7845-URHJN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,98,Price too high
3034-ZBEQN,No,No phone service,DSL,No,Yes,Yes,No,No,No,Yes,1,90,Product dissatisfaction
8327-LZKAS,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,1,93,Service dissatisfaction
1075-BGWOH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1,87,Lack of self-service on Website
0302-JOIVN,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1,76,Network reliability
5366-IJEQJ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,1,86,Don't know
1981-INRFU,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,1,98,Don't know
4971-PUYQO,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,89,Don't know
8485-GJCDN,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,74,Poor expertise of online support
1527-SXDPN,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,1,97,Poor expertise of phone support
6029-WTIPC,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1,87,Competitor had better devices
8634-CILSZ,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,1,71,Competitor offered higher download speeds
6682-QJDGB,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,1,65,Competitor offered more data
8780-IXSTS,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,1,71,Competitor made better offer
9530-EHPOH,Yes,Yes,DSL,No,No,Yes,No,No,No,Yes,1,99,Competitor had better devices
0345-HKJVM,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,100,Don't know
3049-SOLAY,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,86,Competitor offered higher download speeds
3317-HRTNN,No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,1,73,Competitor offered higher download speeds
3235-ETOOB,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,1,88,Competitor offered higher download speeds
8058-INTPH,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,1,71,Competitor offered more data
5569-OUICF,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,1,68,Competitor offered more data
8821-XNHVZ,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,1,82,Competitor offered more data
2082-OJVTK,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,1,91,Competitor made better offer
5940-NFXKV,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,1,88,Competitor made better offer
8053-WWDRO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,67,Price too high
9564-KCLHR,Yes,No,DSL,No,No,No,Yes,No,No,Yes,1,94,Product dissatisfaction
2082-CEFLT,Yes,No,DSL,No,No,No,No,No,No,Yes,1,88,Service dissatisfaction
1213-NGCUN,Yes,No,DSL,No,No,No,Yes,No,No,Yes,1,88,Lack of self-service on Website
5688-KZTSN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,73,Network reliability
2894-QOJRX,No,No phone service,DSL,No,No,No,No,Yes,No,Yes,1,93,Limited range of services
5747-PMBSQ,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,1,77,Lack of affordable download/upload speed
3143-JQEGI,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,81,Long distance charges
6386-SZZKH,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,1,92,Extra data charges
2982-IHMFT,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,1,67,Price too high
3521-SYVOR,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,1,80,Product dissatisfaction
9526-JAWYF,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,1,71,Service dissatisfaction
5649-VUKMC,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1,88,Lack of self-service on Website
5143-EGQFK,No,No phone service,DSL,No,No,No,Yes,No,No,Yes,1,89,Network reliability
4919-IKATY,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Yes,1,98,Don't know
9050-QLROH,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,1,89,Competitor had better devices
6168-WFVVF,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,98,Competitor offered higher download speeds
0877-SDMBN,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,1,99,Competitor offered more data
8065-YKXKD,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,1,69,Competitor made better offer
9637-EIHEQ,Yes,No,DSL,No,No,No,Yes,No,No,Yes,1,68,Don't know
9689-PTNPG,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,1,80,Competitor had better devices
9465-RWMXL,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,1,90,Competitor offered higher download speeds
2362-IBOOY,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,1,76,Competitor offered higher download speeds
0843-WTBXE,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,1,90,Competitor offered higher download speeds
5515-IDEJJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,67,Competitor offered more data
7450-NWRTR,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1,98,Competitor offered more data
5376-DEQCP,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,85,Competitor offered more data
9095-HFAFX,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,1,96,Competitor made better offer
2379-ENZGV,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,1,72,Competitor made better offer
6005-OBZPH,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,1,89,Price too high
7932-WPTDS,No,No phone service,DSL,No,No,No,No,No,No,Yes,1,73,Product dissatisfaction
2722-VOJQL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,1,98,Service dissatisfaction
5228-EXCET,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,1,85,Lack of self-service on Website
7394-FKDNK,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,91,Network reliability
6331-LWDTQ,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,1,98,Limited range of services
1597-FZREH,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,1,100,Lack of affordable download/upload speed
7000-WCEVQ,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,1,85,Long distance charges
0727-IWKVK,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Yes,1,100,Extra data charges
5959-BELXA,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,79,Price too high
3512-IZIKN,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,1,85,Product dissatisfaction
6141-OOXUQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,69,Service dissatisfaction
7503-ZGUZJ,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,1,79,Lack of self-service on Website
2506-TNFCO,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,67,Network reliability
8718-PTMEZ,No,No phone service,DSL,No,Yes,No,No,No,No,Yes,1,97,Don't know
2207-OBZNX,Yes,No,DSL,Yes,No,No,No,No,No,Yes,1,90,Attitude of service provider
6142-VSJQO,Yes,No,DSL,No,No,No,No,No,No,Yes,1,90,Attitude of support person
6437-UKHMV,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,1,98,Attitude of support person
1114-CENIM,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,1,84,Don't know
6060-DRTNL,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,1,74,Attitude of service provider
8473-VUVJN,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,1,86,Attitude of service provider
6289-CPNLD,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,1,73,Attitude of service provider
5536-SLHPM,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,1,79,Attitude of support person
0196-VULGZ,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,1,77,Deceased
8837-VVWLQ,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,1,81,Moved
2696-NARTR,Yes,No,Fiber optic,No,No,No,Yes,No,No,Yes,1,66,Moved
7614-QVWQL,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes,1,67,Moved
1976-CFOCS,Yes,No,DSL,No,No,No,No,No,No,Yes,1,67,Competitor had better devices
4631-OACRM,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,1,74,Competitor offered higher download speeds
3755-JBMNH,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,86,Competitor offered more data
6345-ULYRW,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,1,99,Competitor made better offer
1809-DMJHQ,Yes,No,DSL,No,No,No,No,No,No,Yes,1,85,Competitor had better devices
6923-EFPNL,Yes,Yes,DSL,No,No,No,No,No,No,Yes,1,83,Competitor had better devices
9574-RKJIF,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,1,71,Competitor offered higher download speeds
2619-WFQWU,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,96,Competitor offered higher download speeds
0778-NELLA,No,No phone service,DSL,No,No,No,No,Yes,No,Yes,1,95,Competitor offered higher download speeds
4614-NUVZD,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,1,85,Competitor offered more data
3803-KMQFW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,78,Competitor offered more data
6804-GDMOI,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,1,68,Competitor offered more data
9572-MTILT,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,1,81,Competitor made better offer
9611-CTWIH,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,84,Competitor made better offer
0329-GTIAJ,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,1,86,Price too high
6629-CZTTH,Yes,No,DSL,No,No,No,No,No,Yes,Yes,1,79,Product dissatisfaction
5364-EVNIB,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Yes,1,75,Service dissatisfaction
5087-SUURX,No,No phone service,DSL,No,No,Yes,No,Yes,No,Yes,1,66,Lack of self-service on Website
0013-EXCHZ,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Yes,1,68,Network reliability
5550-VFRLC,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,68,Limited range of services
4929-BSTRX,Yes,No,DSL,No,No,No,No,Yes,No,Yes,1,79,Lack of affordable download/upload speed
2225-ZRGSG,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,1,95,Long distance charges
5271-YNWVR,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,90,Extra data charges
2657-ALMWY,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,1,75,Price too high
6330-JKLPC,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,1,75,Product dissatisfaction
4667-OHGKG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,99,Service dissatisfaction
1660-HSOOQ,Yes,No,DSL,No,No,Yes,No,No,No,Yes,1,97,Lack of self-service on Website
7253-UVNDW,Yes,No,DSL,No,No,Yes,Yes,No,No,Yes,1,83,Network reliability
7228-OMTPN,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,98,Don't know
6284-AHOOQ,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Yes,1,71,Don't know
2344-JMOGN,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,1,72,Don't know
3799-ISUZQ,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,90,Poor expertise of online support
1794-HBQTJ,Yes,No,DSL,Yes,No,No,No,No,No,Yes,1,83,Poor expertise of phone support
2460-FPSYH,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Yes,1,90,Attitude of support person
4818-DRBQT,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,1,83,Attitude of support person
1320-HTRDR,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,1,79,Attitude of service provider
1493-AMTIE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,87,Attitude of service provider
6424-ELEYH,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,1,65,Attitude of service provider
4391-RESHN,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,1,93,Attitude of support person
6821-BUXUX,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,1,65,Attitude of support person
5028-HTLJB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,91,Attitude of support person
9801-GDWGV,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1,83,Attitude of service provider
2320-JRSDE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,73,Attitude of service provider
0601-WZHJF,No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,1,76,Attitude of service provider
5143-WMWOG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,83,Attitude of support person
5393-RXQSZ,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,1,98,Attitude of support person
0231-LXVAP,Yes,No,Fiber optic,No,No,No,Yes,No,No,Yes,1,66,Attitude of support person
9444-JTXHZ,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,1,83,Don't know
5510-BOIUJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,80,Attitude of service provider
4471-KXAUH,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes,1,100,Attitude of service provider
7638-QVMVY,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,1,92,Attitude of support person
3244-DCJWY,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,89,Attitude of support person
0875-CABNR,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,1,94,Attitude of support person
7812-FZHPE,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,86,Attitude of service provider
4797-AXPXK,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,1,93,Attitude of service provider
5229-PRWKT,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,1,80,Attitude of service provider
6982-UQZLY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,97,Attitude of support person
5057-LCOUI,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,1,94,Attitude of support person
0193-ESZXP,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,1,100,Attitude of support person
4369-HTUIF,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,1,90,Attitude of service provider
0156-FVPTA,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,1,87,Attitude of service provider
1984-FCOWB,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,1,100,Attitude of service provider
0654-HMSHN,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1,77,Attitude of support person
5287-QWLKY,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,1,66,Attitude of support person
5196-SGOAK,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,1,93,Attitude of support person
1891-UAWWU,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,1,87,Attitude of service provider
6108-OQZDQ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,1,72,Attitude of service provider
0363-QJVFX,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,1,69,Attitude of service provider
9840-DVNDC,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,1,96,Attitude of support person
3096-JRDSO,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,1,75,Attitude of support person
8042-JVNFH,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,92,Attitude of support person
3374-LXDEV,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,1,75,Attitude of service provider
5049-GLYVG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,90,Attitude of service provider
5883-GTGVD,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,1,76,Attitude of service provider
4817-QRJSX,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,1,95,Attitude of support person
2398-YPMUR,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,85,Don't know
9985-MWVIX,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,97,Attitude of support person
1265-XTECC,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,1,86,Attitude of service provider
2237-ZFSMY,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Yes,1,73,Attitude of service provider
4871-JTKJF,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,82,Attitude of service provider
1415-YFWLT,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,85,Attitude of support person
6711-VTNRE,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,1,92,Attitude of support person
3500-RMZLT,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,1,72,Attitude of support person
4548-SDBKE,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,1,87,Attitude of service provider
8066-POXGX,No,No phone service,DSL,No,No,No,No,No,Yes,Yes,1,79,Attitude of service provider
4143-OOBWZ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,1,100,Attitude of service provider
7854-EKTJL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,66,Attitude of support person
9102-IAYHT,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,1,94,Attitude of support person
3422-LYEPQ,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,89,Attitude of support person
2642-DTVCO,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,1,74,Attitude of service provider
4361-JEIVL,Yes,No,DSL,No,No,No,No,No,No,Yes,1,82,Attitude of service provider
1363-TXLSL,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,100,Attitude of service provider
9507-EXLTT,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,1,77,Attitude of support person
9846-GKXAS,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,70,Attitude of support person
6017-PPLPX,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,87,Attitude of support person
7136-RVDTZ,No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,1,97,Attitude of service provider
4581-SSPWD,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,1,93,Attitude of service provider
6927-WTFIV,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,98,Attitude of service provider
3398-ZOUAA,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,67,Attitude of support person
0378-NHQXU,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,1,68,Deceased
4512-ZUIYL,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,81,Moved
7969-AULMZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,89,Moved
0568-ONFPC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,83,Moved
0733-VUNUW,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,1,97,Competitor had better devices
4550-EVXNY,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,77,Competitor offered higher download speeds
2968-SSGAA,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1,77,Competitor offered more data
4844-JJWUY,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,1,82,Competitor made better offer
6777-TGHTM,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,1,90,Competitor had better devices
3538-WZPHD,No,No phone service,DSL,No,Yes,No,No,No,No,Yes,1,76,Competitor had better devices
4785-QRJHC,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,1,80,Competitor offered higher download speeds
8610-WFCJF,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,69,Competitor offered higher download speeds
4905-JEFDW,No,No phone service,DSL,No,No,Yes,No,Yes,No,Yes,1,81,Competitor offered higher download speeds
7881-INRLC,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,1,70,Competitor offered more data
0117-LFRMW,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Yes,1,80,Competitor offered more data
6172-FECYY,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,1,85,Competitor offered more data
1965-AKTSX,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,1,88,Competitor made better offer
4786-UKSNZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,99,Competitor made better offer
7248-VZQLC,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,1,72,Price too high
0011-IGKFF,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1,99,Product dissatisfaction
4192-GORJT,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1,77,Service dissatisfaction
6496-SLWHQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1,87,Lack of self-service on Website
9912-GVSEQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,1,86,Network reliability
5383-MMTWC,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,1,91,Limited range of services
7240-ETPTR,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,1,97,Lack of affordable download/upload speed
2202-CUYXZ,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,1,77,Long distance charges
5995-OIGLP,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,1,90,Extra data charges
6261-RCVNS,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,1,71,Price too high
7951-QKZPL,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1,77,Product dissatisfaction
3640-PHQXK,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,1,85,Service dissatisfaction
6877-LGWXO,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,1,84,Lack of self-service on Website
8019-ENHXU,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,1,96,Network reliability
5167-GBFRE,No,No phone service,DSL,No,No,No,No,No,No,Yes,1,72,Don't know
9033-EOXWV,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,1,94,Don't know
1324-NLTJE,Yes,Yes,DSL,No,No,No,Yes,No,No,Yes,1,94,Don't know
1522-VVDMG,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,1,90,Poor expertise of online support
9185-TQCVP,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,1,100,Poor expertise of phone support
5567-WSELE,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,87,Competitor had better devices
8063-RJYNF,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,1,73,Competitor offered higher download speeds
0687-ZVTHB,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,1,68,Competitor offered more data
9661-ACXBS,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,1,89,Competitor made better offer
3727-RJMEO,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,1,78,Competitor had better devices
