CustomerID,Gender,Senior Citizen,Partner,Dependents,Country,State,City,Zip Code,Latitude,Longitude,Tenure Months,Contract
4654-DLAMQ,Female,Yes,Yes,No,United States,California,Warner Springs,92086,33.323705,-116.626907,64,One year
0513-RBGPE,Male,No,Yes,No,United States,California,Rancho Santa Fe,92091,32.99356,-117.207121,37,Two year
5160-UXJED,Male,No,No,No,United States,California,San Diego,92101,32.72523,-117.171346,17,One year
4115-NZRKS,Female,Yes,No,No,United States,California,San Diego,92102,32.716007,-117.117462,7,Month-to-month
3351-NGXYI,Female,Yes,No,No,United States,California,San Diego,92106,32.71346,-117.236378,16,Month-to-month
8984-EYLLL,Male,No,Yes,No,United States,California,San Diego,92107,32.741852,-117.243453,64,Two year
9833-TGFHX,Male,No,Yes,No,United States,California,San Diego,92109,32.787836,-117.232376,42,One year
9294-TDIPC,Male,No,No,Yes,United States,California,San Diego,92110,32.76501,-117.19938,5,Month-to-month
5229-DTFYB,Female,No,No,No,United States,California,San Diego,92111,32.805518,-117.169052,41,Two year
0104-PPXDV,Male,No,Yes,No,United States,California,San Diego,92113,32.697098,-117.116587,58,One year
5176-LMJXE,Female,No,No,No,United States,California,San Diego,92114,32.707892,-117.05512,47,Two year
3583-KRKMD,Male,No,No,No,United States,California,San Diego,92115,32.762506,-117.07245,18,Month-to-month
9069-LGEUL,Male,No,Yes,No,United States,California,San Diego,92117,32.825086,-117.199424,23,Month-to-month
7302-ZHMHP,Female,No,No,No,United States,California,Coronado,92118,32.68674,-117.186612,1,Month-to-month
9571-EDEBV,Male,No,Yes,No,United States,California,San Diego,92119,32.802959,-117.027095,71,One year
3520-FJGCV,Male,No,Yes,Yes,United States,California,San Diego,92120,32.807867,-117.060993,72,Two year
6563-VRERX,Male,No,Yes,No,United States,California,San Diego,92121,32.898613,-117.202937,33,One year
6122-EFVKN,Male,No,No,No,United States,California,San Diego,92123,32.808814,-117.134694,24,Two year
2805-EDJPQ,Female,No,Yes,No,United States,California,San Diego,92124,32.827238,-117.089287,56,One year
6862-CQUMB,Male,No,No,No,United States,California,San Diego,92126,32.886925,-117.152162,37,Month-to-month
7156-MXBJE,Female,No,No,No,United States,California,San Diego,92127,33.017518,-117.118456,43,One year
6158-HDPXZ,Male,No,No,No,United States,California,San Diego,92128,33.000269,-117.072093,1,Month-to-month
2863-IMQDR,Female,No,No,No,United States,California,San Diego,92130,32.957195,-117.202542,61,Two year
5686-CMAWK,Male,No,No,No,United States,California,San Diego,92131,32.89325,-117.087091,17,One year
5651-CRHKQ,Female,No,Yes,No,United States,California,San Diego,92139,32.677716,-117.047666,41,One year
8204-YJCLA,Male,Yes,Yes,No,United States,California,San Ysidro,92173,32.555828,-117.040073,72,Two year
6583-SZVGP,Male,No,No,No,United States,California,Indio,92203,33.752938,-116.230055,48,Two year
1708-PBBOA,Female,No,No,No,United States,California,Banning,92220,33.936298,-116.849577,42,One year
8782-LKFPK,Male,No,No,No,United States,California,Beaumont,92223,33.946982,-116.977672,44,Month-to-month
5522-JBWMO,Male,No,No,Yes,United States,California,Blythe,92225,33.674583,-114.71612,1,Month-to-month
3597-MVHJT,Female,No,No,No,United States,California,Brawley,92227,33.03933,-115.191857,27,Month-to-month
9774-NRNAU,Male,Yes,Yes,No,United States,California,Cabazon,92230,33.929812,-116.76058,27,Month-to-month
0224-RLWWD,Female,Yes,No,No,United States,California,Calexico,92231,32.690654,-115.431225,2,Month-to-month
9967-ATRFS,Female,No,No,No,United States,California,Calipatria,92233,33.143826,-115.497485,19,Month-to-month
3951-NJCVI,Female,Yes,Yes,No,United States,California,Cathedral City,92234,33.829583,-116.474131,42,Month-to-month
2977-CEBSX,Female,No,No,No,United States,California,Coachella,92236,33.680031,-116.171678,66,Two year
0177-PXBAT,Male,Yes,Yes,No,United States,California,Desert Center,92239,33.889605,-115.257009,33,Month-to-month
2519-ERQOJ,Male,Yes,No,No,United States,California,Desert Hot Springs,92241,33.832799,-116.250973,33,Month-to-month
5876-QMYLD,Female,No,Yes,No,United States,California,Earp,92242,34.137742,-114.36514,23,One year
2277-AXSDC,Female,No,No,No,United States,California,El Centro,92243,32.770393,-115.60915,32,One year
9442-JTWDL,Female,No,No,No,United States,California,Heber,92249,32.730583,-115.501083,11,One year
3067-SVMTC,Female,No,Yes,No,United States,California,Imperial,92251,32.858595,-115.662709,68,One year
5495-GPSRW,Male,No,No,No,United States,California,Joshua Tree,92252,34.167236,-116.281511,20,Two year
7606-BPHHN,Male,No,No,No,United States,California,La Quinta,92253,33.695532,-116.310571,72,Two year
4742-DRORA,Male,No,Yes,No,United States,California,Mecca,92254,33.543835,-115.993906,60,One year
0111-KLBQG,Male,Yes,Yes,Yes,United States,California,Morongo Valley,92256,34.097863,-116.594561,32,Month-to-month
4163-NCJAK,Female,No,Yes,No,United States,California,Palm Desert,92260,33.694501,-116.412711,46,One year
5233-AOZUF,Female,No,Yes,No,United States,California,Palm Springs,92262,33.839989,-116.659215,29,Month-to-month
5973-EJGDP,Male,No,No,No,United States,California,Palm Springs,92264,33.745746,-116.514215,51,Month-to-month
1996-DBMUS,Female,Yes,Yes,No,United States,California,Palo Verde,92266,33.3249,-114.758334,48,Month-to-month
7916-VCCPB,Female,No,Yes,Yes,United States,California,Parker Dam,92267,34.273872,-114.192901,16,Month-to-month
4686-GEFRM,Male,No,Yes,No,United States,California,Pioneertown,92268,34.201108,-116.593456,70,Two year
5249-QYHEX,Female,No,Yes,Yes,United States,California,Rancho Mirage,92270,33.763678,-116.429928,40,Two year
2233-FAGXV,Female,No,Yes,Yes,United States,California,Salton City,92275,33.28156,-115.955541,5,Month-to-month
5605-IYGFG,Female,No,No,No,United States,California,Thousand Palms,92276,33.849263,-116.382778,7,Month-to-month
7663-ZTEGJ,Male,No,No,No,United States,California,Twentynine Palms,92277,34.17211,-115.769773,29,One year
3935-TBRZZ,Male,No,Yes,No,United States,California,Twentynine Palms,92278,34.457829,-116.139589,44,One year
8111-BKVDS,Female,No,No,No,United States,California,Vidal,92280,34.264124,-114.717964,10,Month-to-month
2055-SIFSS,Female,Yes,Yes,No,United States,California,Westmorland,92281,33.03679,-115.60503,55,Month-to-month
2806-MLNTI,Male,Yes,Yes,No,United States,California,White Water,92282,33.972293,-116.654195,52,One year
8734-DKSTZ,Female,No,Yes,Yes,United States,California,Winterhaven,92283,32.852947,-114.850784,10,Month-to-month
4360-PNRQB,Male,No,No,No,United States,California,Yucca Valley,92284,34.159534,-116.425984,18,Month-to-month
6152-ONASV,Female,No,Yes,No,United States,California,Landers,92285,34.341737,-116.539416,68,One year
7781-HVGMK,Female,No,Yes,No,United States,California,Amboy,92304,34.559882,-115.637164,72,Two year
2181-UAESM,Male,No,No,No,United States,California,Angelus Oaks,92305,34.1678,-116.86433,2,Month-to-month
6048-NJXHX,Male,No,Yes,No,United States,California,Apple Valley,92308,34.424926,-117.184503,41,Two year
2320-SLKMB,Female,No,No,No,United States,California,Baker,92309,35.28952,-116.092214,26,Month-to-month
4980-URKXC,Male,No,Yes,No,United States,California,Fort Irwin,92310,35.349241,-116.770281,36,One year
4376-KFVRS,Male,No,Yes,No,United States,California,Barstow,92311,34.965648,-117.001509,72,Two year
5886-VLQVU,Male,No,Yes,No,United States,California,Grand Terrace,92313,34.029175,-117.307211,35,Month-to-month
3577-AMVUX,Male,No,No,No,United States,California,Big Bear City,92314,34.278967,-116.773825,1,Month-to-month
0771-WLCLA,Female,No,Yes,Yes,United States,California,Big Bear Lake,92315,34.242058,-116.89802,16,Month-to-month
5628-RKIFK,Female,Yes,No,No,United States,California,Bloomington,92316,34.059722,-117.39104,49,Month-to-month
0206-TBWLC,Female,No,Yes,No,United States,California,Calimesa,92320,33.982787,-117.057627,54,One year
2937-FTHUR,Female,No,No,Yes,United States,California,Cedar Glen,92321,34.255203,-117.175654,18,Month-to-month
1910-FMXJM,Female,No,Yes,No,United States,California,Colton,92324,34.030915,-117.273201,36,Month-to-month
0732-OCQOC,Female,No,Yes,No,United States,California,Death Valley,92328,36.27688,-117.033326,52,Two year
5168-MSWXT,Male,No,Yes,Yes,United States,California,Essex,92332,34.9436,-115.287901,8,Month-to-month
1090-ESELR,Male,No,Yes,No,United States,California,Fawnskin,92333,34.274846,-116.937581,72,Two year
8592-PLTMQ,Female,No,No,No,United States,California,Fontana,92335,34.087558,-117.464096,64,One year
5760-WRAHC,Female,Yes,No,No,United States,California,Fontana,92336,34.136367,-117.460803,22,Month-to-month
8847-GEOOQ,Male,No,Yes,No,United States,California,Fontana,92337,34.049671,-117.468896,60,Month-to-month
4785-FCIFB,Female,No,Yes,No,United States,California,Forest Falls,92339,34.067699,-116.903891,61,Two year
8313-NDOIA,Female,No,No,No,United States,California,Green Valley Lake,92341,34.244411,-117.072654,24,Month-to-month
5149-CUZUJ,Male,No,Yes,No,United States,California,Helendale,92342,34.757783,-117.33997,28,One year
0942-KOWSM,Female,No,Yes,No,United States,California,Hesperia,92345,34.361387,-117.337509,30,Two year
4237-CLSMM,Male,No,Yes,No,United States,California,Highland,92346,34.129677,-117.154277,2,Month-to-month
1452-VOQCH,Male,No,No,No,United States,California,Hinkley,92347,34.983808,-117.239306,1,Month-to-month
4719-UMSIY,Male,No,No,Yes,United States,California,Lake Arrowhead,92352,34.2565,-117.19335,6,Month-to-month
6614-VBEGU,Female,No,Yes,No,United States,California,Loma Linda,92354,34.049315,-117.255974,24,Month-to-month
1480-BKXGA,Male,Yes,Yes,No,United States,California,Mentone,92359,34.103578,-117.04054,72,Two year
2996-XAUVF,Male,No,No,No,United States,California,Needles,92363,34.711224,-114.702256,70,Two year
9076-AXYIK,Male,Yes,Yes,No,United States,California,Nipton,92364,35.478736,-115.516984,64,Two year
5968-XQIVE,Male,No,Yes,No,United States,California,Newberry Springs,92365,34.89326,-116.505958,72,One year
8896-RAZCR,Female,No,No,No,United States,California,Oro Grande,92368,34.647959,-117.296957,44,Two year
4933-IKULF,Female,Yes,No,No,United States,California,Pinon Hills,92372,34.459322,-117.629729,17,One year
1304-BCCFO,Male,No,Yes,No,United States,California,Redlands,92374,34.064073,-117.166158,9,Month-to-month
4104-PVRPS,Male,No,Yes,No,United States,California,Rialto,92376,34.109775,-117.378904,24,Month-to-month
3780-DDGSE,Male,Yes,Yes,Yes,United States,California,Shoshone,92384,35.924252,-116.188668,35,Month-to-month
4431-EDMIQ,Female,No,Yes,Yes,United States,California,Sugarloaf,92386,34.243088,-116.830015,7,Month-to-month
0486-LGCCH,Male,No,Yes,Yes,United States,California,Victorville,92394,34.567058,-117.362329,11,Two year
4612-SSVHJ,Female,Yes,No,No,United States,California,Yermo,92398,35.013299,-116.834092,20,Month-to-month
5168-MQQCA,Female,No,Yes,No,United States,California,Yucaipa,92399,34.04597,-117.011825,72,One year
7971-HLVXI,Male,No,Yes,Yes,United States,California,San Bernardino,92404,34.183286,-117.221722,72,Two year
9094-AZPHK,Female,No,No,No,United States,California,San Bernardino,92405,34.142747,-117.300864,15,Month-to-month
3649-JPUGY,Male,No,No,No,United States,California,San Bernardino,92407,34.250069,-117.393949,72,Two year
4472-LVYGI,Female,No,Yes,No,United States,California,San Bernardino,92408,34.084909,-117.258107,0,Two year
3552-CTCYF,Male,No,Yes,Yes,United States,California,San Bernardino,92411,34.122501,-117.320138,63,Two year
6778-YSNIH,Female,No,No,No,United States,California,Riverside,92501,33.994676,-117.372498,2,Month-to-month
5756-OZRIO,Male,Yes,Yes,No,United States,California,Riverside,92504,33.9108,-117.398153,61,One year
6579-JPICP,Male,No,No,No,United States,California,Riverside,92505,33.920907,-117.489426,1,Month-to-month
4134-BSXLX,Male,No,Yes,No,United States,California,Riverside,92507,33.976328,-117.319786,28,Month-to-month
0505-SPOOW,Female,No,Yes,No,United States,California,Riverside,92508,33.885499,-117.324959,70,Two year
4374-YMUSQ,Male,No,No,No,United States,California,Lake Elsinore,92530,33.655421,-117.391751,34,One year
4513-CXYIX,Female,Yes,Yes,No,United States,California,Lake Elsinore,92532,33.705836,-117.318204,71,Two year
3957-HHLMR,Female,No,Yes,No,United States,California,Aguanga,92536,33.482243,-116.827173,70,One year
7803-XOCCZ,Female,No,Yes,Yes,United States,California,Anza,92539,33.527605,-116.666551,52,Month-to-month
5736-YEJAX,Male,No,No,No,United States,California,Hemet,92543,33.739415,-116.968339,69,Two year
8981-FJGLA,Male,No,No,Yes,United States,California,Hemet,92545,33.734933,-117.044145,11,Month-to-month
1135-LMECX,Female,No,No,No,United States,California,Moreno Valley,92551,33.88274,-117.224878,1,Month-to-month
4332-MUOEZ,Male,Yes,Yes,No,United States,California,Moreno Valley,92553,33.923149,-117.244933,20,One year
8535-SFUTN,Male,No,No,No,United States,California,Moreno Valley,92555,33.907361,-117.109972,61,Month-to-month
8677-HDZEE,Female,No,No,No,United States,California,Mountain Center,92561,33.638645,-116.55783,56,Month-to-month
2475-MROZF,Male,No,No,No,United States,California,Murrieta,92562,33.548869,-117.334165,30,Month-to-month
3482-ABPKK,Female,No,No,No,United States,California,Nuevo,92567,33.82769,-117.102244,28,One year
6705-LXORM,Female,Yes,Yes,No,United States,California,Perris,92570,33.787298,-117.320676,5,Month-to-month
7531-GQHME,Male,No,No,No,United States,California,San Jacinto,92582,33.806708,-117.02007,12,Month-to-month
5174-ITUMV,Male,No,Yes,Yes,United States,California,San Jacinto,92583,33.796568,-116.924723,67,One year
4109-CYRBD,Male,Yes,Yes,No,United States,California,Menifee,92584,33.653338,-117.178271,29,Month-to-month
0913-XWSCN,Male,No,Yes,Yes,United States,California,Sun City,92585,33.739412,-117.173334,55,Month-to-month
0750-EBAIU,Male,No,No,No,United States,California,Temecula,92590,33.475493,-117.219551,52,One year
8606-CIQUL,Male,Yes,Yes,Yes,United States,California,Temecula,92591,33.540604,-117.10909,72,Two year
3571-DPYUH,Male,No,Yes,Yes,United States,California,Temecula,92592,33.507255,-117.029473,58,One year
7601-GNDYK,Male,No,Yes,Yes,United States,California,Wildomar,92595,33.617108,-117.253349,35,Two year
0356-OBMAC,Female,Yes,No,No,United States,California,Winchester,92596,33.657433,-117.04254,56,Two year
8067-NIOYM,Female,No,Yes,Yes,United States,California,Irvine,92602,33.720359,-117.733655,24,Two year
1403-GYAFU,Male,No,Yes,Yes,United States,California,Irvine,92604,33.688546,-117.788091,70,Two year
4234-XTNEA,Male,No,No,No,United States,California,Irvine,92606,33.703976,-117.824172,2,Month-to-month
1297-VQDRP,Male,Yes,Yes,Yes,United States,California,Foothill Ranch,92610,33.698728,-117.67768,68,One year
5348-CAGXB,Male,No,No,No,United States,California,Irvine,92614,33.680302,-117.833296,12,Month-to-month
0621-HJWXJ,Female,No,Yes,No,United States,California,Irvine,92618,33.667145,-117.732135,63,Month-to-month
5844-QVTAT,Female,No,Yes,No,United States,California,Irvine,92620,33.716136,-117.752574,33,One year
8905-IAZPF,Female,No,Yes,No,United States,California,Capistrano Beach,92624,33.458754,-117.665104,69,One year
5394-MEITZ,Female,No,Yes,No,United States,California,Corona Del Mar,92625,33.600987,-117.862734,60,Two year
6859-QNXIQ,Female,No,Yes,Yes,United States,California,Costa Mesa,92626,33.678591,-117.905471,72,Two year
2782-LFZVW,Female,No,No,No,United States,California,Costa Mesa,92627,33.645672,-117.922613,11,Month-to-month
2866-IKBTM,Female,No,No,No,United States,California,Dana Point,92629,33.477923,-117.705314,1,Month-to-month
7129-AZJDE,Male,No,Yes,Yes,United States,California,Huntington Beach,92647,33.723579,-118.005441,34,One year
2560-PPCHE,Female,No,No,No,United States,California,Huntington Beach,92649,33.721917,-118.043237,65,One year
4676-MQUEA,Male,Yes,Yes,No,United States,California,Laguna Beach,92651,33.570023,-117.773669,50,One year
8138-EALND,Male,No,No,No,United States,California,Laguna Hills,92653,33.606899,-117.717854,15,Month-to-month
3580-HYCSP,Male,No,Yes,Yes,United States,California,Midway City,92655,33.744439,-117.98588,72,Two year
1352-HNSAW,Female,No,Yes,Yes,United States,California,Aliso Viejo,92656,33.571259,-117.731917,72,Two year
2075-PUEPR,Male,No,Yes,Yes,United States,California,Newport Coast,92657,33.603282,-117.821841,55,Two year
1982-FEBTD,Female,No,Yes,Yes,United States,California,Newport Beach,92660,33.634626,-117.874882,23,Two year
5791-KAJFD,Female,No,Yes,No,United States,California,Newport Beach,92662,33.606336,-117.893042,56,One year
2654-VBVPB,Female,No,No,No,United States,California,Newport Beach,92663,33.62251,-117.927024,1,Month-to-month
1154-HYWWO,Male,No,No,No,United States,California,San Clemente,92672,33.429488,-117.609432,38,One year
2501-XWWTZ,Male,No,No,No,United States,California,San Clemente,92673,33.4725,-117.584273,11,Month-to-month
3716-UVSPD,Male,No,No,No,United States,California,San Juan Capistrano,92675,33.521447,-117.602555,1,Month-to-month
6815-ABQFQ,Male,No,Yes,No,United States,California,Silverado,92676,33.782346,-117.635263,56,One year
7343-EOBEU,Male,No,Yes,No,United States,California,Laguna Niguel,92677,33.529047,-117.701175,3,Month-to-month
3701-SFMUH,Male,No,Yes,Yes,United States,California,Trabuco Canyon,92679,33.631119,-117.567346,7,Month-to-month
6103-LIANB,Male,No,Yes,Yes,United States,California,Westminster,92683,33.752591,-117.993661,59,Two year
7319-VENRZ,Male,No,No,No,United States,California,Rancho Santa Margarita,92688,33.624654,-117.611733,7,Month-to-month
5846-NEQVZ,Male,No,Yes,No,United States,California,Mission Viejo,92691,33.611945,-117.665867,71,Two year
6967-QIQRV,Male,No,Yes,Yes,United States,California,Mission Viejo,92692,33.60693,-117.644253,15,One year
5781-RFZRP,Male,No,Yes,No,United States,California,Ladera Ranch,92694,33.569186,-117.640055,71,Two year
0308-IVGOK,Female,No,No,No,United States,California,Santa Ana,92703,33.748635,-117.906125,11,One year
7293-LSCDV,Female,No,Yes,Yes,United States,California,Santa Ana,92704,33.719869,-117.907063,60,Two year
7025-WCBNE,Male,Yes,No,No,United States,California,Santa Ana,92705,33.766004,-117.786763,47,Two year
5756-JYOJT,Female,No,No,No,United States,California,Santa Ana,92706,33.765893,-117.881533,11,One year
6030-REHUX,Female,Yes,Yes,No,United States,California,Fountain Valley,92708,33.712036,-117.950113,28,Month-to-month
9548-LIGTA,Male,No,Yes,No,United States,California,Tustin,92780,33.735802,-117.818805,61,Two year
5150-LJNSR,Male,No,Yes,Yes,United States,California,Tustin,92782,33.738543,-117.785046,31,One year
8270-RKSAP,Male,No,No,No,United States,California,Anaheim,92801,33.844983,-117.952151,9,Month-to-month
6522-YRBXD,Male,Yes,Yes,No,United States,California,Anaheim,92802,33.807864,-117.923782,35,Month-to-month
2640-LYMOV,Male,No,No,No,United States,California,Anaheim,92804,33.818,-117.974404,2,Month-to-month
1423-BMPBQ,Female,No,Yes,Yes,United States,California,Anaheim,92808,33.850452,-117.726668,1,Month-to-month
2393-DIVAI,Female,No,No,No,United States,California,Brea,92821,33.930199,-117.862898,3,Month-to-month
4568-KNYWR,Male,No,No,No,United States,California,Fullerton,92831,33.879983,-117.895482,52,Two year
8752-IMQOS,Male,No,Yes,No,United States,California,Fullerton,92832,33.868316,-117.929029,5,One year
0742-LAFQK,Male,No,Yes,No,United States,California,Fullerton,92833,33.877639,-117.961212,72,Two year
0795-LAFGP,Male,No,Yes,No,United States,California,Fullerton,92835,33.902211,-117.914922,71,Two year
0619-OLYUR,Male,No,Yes,No,United States,California,Garden Grove,92840,33.787165,-117.931889,72,Two year
5512-IDZEI,Male,No,Yes,No,United States,California,Garden Grove,92841,33.786738,-117.982564,46,One year
0459-SPZHJ,Male,No,Yes,No,United States,California,Garden Grove,92843,33.764018,-117.931507,63,Two year
0215-BQKGS,Male,No,No,No,United States,California,Garden Grove,92844,33.766476,-117.969795,30,Month-to-month
9244-ZVAPM,Male,No,No,No,United States,California,Garden Grove,92845,33.782955,-118.026456,1,Month-to-month
8208-EUMTE,Male,No,No,No,United States,California,Villa Park,92861,33.817473,-117.810462,16,Two year
5172-MIGPM,Male,No,No,No,United States,California,Orange,92865,33.828779,-117.848299,4,Month-to-month
1710-RCXUS,Male,No,Yes,No,United States,California,Orange,92866,33.784597,-117.844535,51,One year
0374-FIUCA,Male,No,Yes,No,United States,California,Orange,92867,33.81859,-117.821288,65,Two year
5839-SUYVZ,Male,No,No,No,United States,California,Orange,92868,33.787796,-117.875928,16,Month-to-month
5173-ZXXXL,Male,No,No,No,United States,California,Orange,92869,33.792791,-117.789749,2,One year
1096-ADRUX,Female,No,Yes,Yes,United States,California,Placentia,92870,33.881158,-117.854783,66,One year
2001-MCUUW,Male,No,No,No,United States,California,Corona,92879,33.893823,-117.531446,46,Two year
2731-GJRDG,Female,No,No,No,United States,California,Corona,92880,33.918043,-117.617809,32,One year
4723-BEGSG,Male,No,Yes,No,United States,California,Corona,92881,33.833686,-117.513063,72,Two year
6516-NKQBO,Male,No,Yes,No,United States,California,Corona,92882,33.819385,-117.600213,38,Two year
8672-OAUPW,Male,No,No,No,United States,California,Corona,92883,33.762351,-117.488725,51,One year
8207-DMRVL,Male,No,Yes,Yes,United States,California,Yorba Linda,92886,33.897253,-117.792202,72,Two year
2804-ETQDK,Male,No,No,Yes,United States,California,Ventura,93004,34.278697,-119.167798,66,Two year
6689-VRRTK,Female,Yes,No,No,United States,California,Camarillo,93010,34.227846,-119.079903,44,One year
7138-GIRSH,Male,No,No,No,United States,California,Camarillo,93012,34.205504,-118.993111,50,Two year
9396-ZSFLL,Female,No,No,No,United States,California,Carpinteria,93013,34.441398,-119.513163,15,Month-to-month
6464-KEXXH,Male,No,No,No,United States,California,Fillmore,93015,34.408161,-118.865111,8,Month-to-month
7134-MJPDY,Female,Yes,No,No,United States,California,Moorpark,93021,34.312945,-118.858169,66,One year
5240-CAOYT,Female,No,No,No,United States,California,Oak View,93022,34.404544,-119.302118,57,Month-to-month
4059-IIEBK,Female,No,No,No,United States,California,Ojai,93023,34.581308,-118.931948,7,Month-to-month
4881-JVQOD,Male,Yes,Yes,Yes,United States,California,Oxnard,93030,34.223244,-119.18012,10,Month-to-month
0516-UXRMT,Female,No,No,No,United States,California,Oxnard,93033,34.156629,-119.117218,62,One year
4851-BQDNX,Male,No,Yes,Yes,United States,California,Oxnard,93035,34.18454,-119.224666,40,One year
5148-HKFIR,Female,No,No,No,United States,California,Piru,93040,34.432843,-118.730106,20,Two year
3003-CMDUU,Female,No,Yes,No,United States,California,Santa Paula,93060,34.402343,-119.094824,25,Month-to-month
5016-IBERQ,Male,No,Yes,No,United States,California,Simi Valley,93063,34.296813,-118.685703,23,Month-to-month
6797-UCJHZ,Female,Yes,Yes,No,United States,California,Simi Valley,93065,34.269449,-118.768471,66,One year
2469-DTSGX,Female,Yes,No,No,United States,California,Somis,93066,34.297628,-119.014627,72,Two year
9931-KGHOA,Female,No,Yes,No,United States,California,Santa Barbara,93103,34.438581,-119.685368,46,Month-to-month
1775-KWJKQ,Male,No,Yes,No,United States,California,Santa Barbara,93105,34.037342,-119.80079,72,Two year
7665-VIGUD,Male,No,No,No,United States,California,Santa Barbara,93108,34.457541,-119.631072,10,One year
9411-TPQQV,Female,No,No,No,United States,California,Santa Barbara,93109,34.406256,-119.726936,40,One year
7954-MLBUN,Male,No,No,No,United States,California,Santa Barbara,93111,34.460197,-119.802602,31,Two year
2077-DDHJK,Female,No,Yes,No,United States,California,Goleta,93117,34.489983,-120.091246,68,Two year
9574-BOSMD,Male,No,Yes,Yes,United States,California,Arvin,93203,35.116307,-118.817644,68,Two year
4908-XAXAY,Female,Yes,No,No,United States,California,Buttonwillow,93206,35.451402,-119.488413,49,One year
8404-VLQFB,Female,No,Yes,Yes,United States,California,California Hot Springs,93207,35.865795,-118.69759,15,Month-to-month
2391-IPLOP,Male,No,Yes,No,United States,California,Corcoran,93212,36.04533,-119.532424,50,One year
3509-GWQGF,Male,Yes,No,No,United States,California,Ducor,93218,35.846067,-119.004073,24,Month-to-month
5845-BZZIB,Male,No,Yes,Yes,United States,California,Frazier Park,93222,34.907911,-119.234281,35,Two year
1140-UKVZG,Female,No,No,No,United States,California,Farmersville,93223,36.29878,-119.201028,17,Month-to-month
5183-SNMJQ,Male,No,No,No,United States,California,Frazier Park,93225,34.827662,-118.999073,10,Month-to-month
8100-PNJMH,Male,No,Yes,No,United States,California,Glennville,93226,35.735694,-118.738483,68,Two year
7838-LAZFO,Male,No,Yes,No,United States,California,Hanford,93230,36.29223,-119.622676,45,One year
2085-JVGAD,Male,No,Yes,No,United States,California,Ivanhoe,93235,36.385818,-119.224243,37,Month-to-month
8095-WANWK,Female,No,No,No,United States,California,Kettleman City,93239,35.996923,-120.000951,10,Month-to-month
3030-ZKIWL,Male,No,No,No,United States,California,Lake Isabella,93240,35.607875,-118.466318,1,Month-to-month
9565-FLVCG,Male,No,Yes,No,United States,California,Lamont,93241,35.245035,-118.905553,65,Two year
8755-OGKNA,Female,No,Yes,Yes,United States,California,Laton,93242,36.444232,-119.718285,57,Two year
2800-VEQXM,Female,No,No,No,United States,California,Lebec,93243,34.845861,-118.885163,3,Month-to-month
5533-RJFTJ,Male,No,No,No,United States,California,Lemoore,93245,36.303666,-119.825657,49,Month-to-month
0214-JHPFW,Female,No,Yes,No,United States,California,Lost Hills,93249,35.637715,-119.893068,70,Two year
5642-MHDQT,Female,No,Yes,No,United States,California,Mc Farland,93250,35.666886,-119.186717,53,One year
3088-FVYWK,Male,No,Yes,Yes,United States,California,Mc Kittrick,93251,35.38381,-119.730885,53,Two year
9092-GDZKO,Male,No,No,No,United States,California,New Cuyama,93254,34.956577,-119.750142,22,Month-to-month
3729-OWRVL,Male,Yes,No,No,United States,California,Pixley,93256,35.957019,-119.330928,65,Two year
2324-AALNO,Female,No,No,No,United States,California,Porterville,93257,36.008958,-118.891593,48,One year
5760-IFJOZ,Male,No,No,No,United States,California,Richgrove,93261,35.809921,-119.127437,3,Month-to-month
2826-UWHIS,Male,No,Yes,No,United States,California,Sequoia National Park,93262,36.527243,-118.594938,45,Month-to-month
7501-IWUNG,Female,No,Yes,No,United States,California,Springville,93265,36.245926,-118.693138,61,Two year
4957-TREIR,Male,No,No,No,United States,California,Stratford,93266,36.175255,-119.813805,3,Month-to-month
7251-LJBQN,Female,Yes,No,No,United States,California,Strathmore,93267,36.141319,-119.129075,40,One year
8040-MNRTF,Female,No,No,No,United States,California,Taft,93268,35.184837,-119.402525,1,Month-to-month
1536-HBSWP,Female,No,No,No,United States,California,Terra Bella,93270,35.939068,-119.043666,1,Month-to-month
5313-FPXWG,Male,No,No,No,United States,California,Three Rivers,93271,36.413433,-118.854708,51,One year
0946-FKYTX,Male,No,No,No,United States,California,Tulare,93274,36.185471,-119.375243,52,One year
5076-YVXCM,Male,No,No,No,United States,California,Tupman,93276,35.316263,-119.402559,51,Month-to-month
8262-COGGB,Male,No,No,No,United States,California,Visalia,93277,36.303793,-119.375646,1,Month-to-month
6663-JOCQO,Male,No,Yes,No,United States,California,Wasco,93280,35.652242,-119.4464,31,One year
9620-QJREV,Male,No,No,No,United States,California,Weldon,93283,35.55647,-118.244914,47,One year
2682-KEVRP,Female,Yes,No,No,United States,California,Woodlake,93286,36.464635,-119.094348,22,One year
2480-JZOSN,Female,No,Yes,No,United States,California,Woody,93287,35.710244,-118.881679,1,Month-to-month
0078-XZMHT,Male,No,Yes,No,United States,California,Visalia,93291,36.391777,-119.372842,72,Two year
9978-HYCIN,Male,Yes,Yes,Yes,United States,California,Bakersfield,93301,35.383937,-119.020428,47,One year
8338-QIUNR,Male,No,Yes,No,United States,California,Bakersfield,93304,35.339796,-119.023552,72,Two year
1525-LNLOJ,Male,No,Yes,No,United States,California,Bakersfield,93305,35.391733,-118.984109,66,Two year
9450-TRJUU,Male,No,No,No,United States,California,Bakersfield,93306,35.449881,-118.841442,35,Month-to-month
1766-GKNMI,Male,No,No,No,United States,California,Bakersfield,93307,35.280113,-118.962329,29,Month-to-month
